hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,num_generics,total_utt,training_structure,training_features_order,Q_DataPolicyViolations,FL_12_DO,InductionTask_DO
3322c75a5d3c,2026-08-17 14:46:57,2026-08-17 14:53:34,IP Address,100,396,True,2026-08-17 14:53:34,R_3oOadGk6rePdqDu,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|bird|dog|horse|cow,1,5,77,73,2,6,1,38,2,1,76,66,1,1,50,39,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,South or Southeast Asian,NA,"Bachelor's (B.A., B.S.)",NA,zarpies!,0/4,0,4,SSSS,freckles_feet|stripes_hair|hop_puddles|sleep_trees,NA,FL_15,opera|window|song|attn_check|banjo|pond|maple_syrup|dance|yellow|potatoes|sad|lion|look_left|cave|clap|cats|garbage
c237d97de8e5,2026-08-17 14:46:54,2026-08-17 14:53:40,IP Address,100,406,True,2026-08-17 14:53:40,R_7f6G3Ozzz6Q4ZTJ,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|dog|pig|horse,1,1,25,15,35,3,20,5,60,25,50,50,6,10,9,5,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",No problems.,My interoperations based off images and judgments.,8/16,8,16,GSSGSSGGGGSSGSSG,dont_like_mud|freckles_feet|eat_flowers|draw_stars_knees|babies_blankets|flap_arms_happy|chase_shadows|climb_fences|stripes_hair|scared_ladybugs|dont_like_icecream|bounce_ball_head|hop_puddles|like_sing|sleep_trees|can_flip_air,NA,FL_42,dance|garbage|look_left|potatoes|yellow|lion|attn_check|sad|window|maple_syrup|banjo|opera|cave|cats|song|clap|pond
2425e2144289,2026-08-17 14:46:19,2026-08-17 14:53:42,IP Address,100,442,True,2026-08-17 14:53:42,R_3zIocrkzJwZ5z51,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|horse|bird|dog|pig,90,92,92,83,90,23,98,80,7,4,75,100,8,3,97,77,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,First impressions on certain people,8/12,8,12,SSGGGGSGGSGG,stripes_hair|flap_arms_happy|freckles_feet|draw_stars_knees|hop_puddles|babies_blankets|sleep_trees|like_sing|eat_flowers|climb_fences|bounce_ball_head|dont_like_mud,NA,FL_41,garbage|dance|banjo|potatoes|pond|opera|cats|look_left|maple_syrup|clap|window|lion|cave|yellow|song|sad|attn_check
d25b6b96c93d,2026-08-17 14:46:05,2026-08-17 14:53:44,IP Address,100,458,True,2026-08-17 14:53:44,R_3AbLPtra5H3unWp,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|dog|pig|cow|horse,23,48,77,63,49,63,64,97,1,95,77,98,24,7,77,68,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,Some college,n/a,assumption based on data,12/12,12,12,GGGGGGGGGGGG,dont_like_icecream|like_sing|flap_arms_happy|sleep_trees|climb_fences|scared_ladybugs|dont_like_mud|can_flip_air|chase_shadows|hop_puddles|eat_flowers|stripes_hair,NA,FL_43,banjo|potatoes|opera|cave|garbage|lion|attn_check|song|look_left|pond|yellow|window|sad|dance|clap|maple_syrup|cats
e44854ef8f1a,2026-08-17 14:48:49,2026-08-17 14:53:44,IP Address,100,294,True,2026-08-17 14:53:45,R_1DjSZYJdN8luxTR,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|dog|cow|horse|pig,0,0,40,20,10,1,14,4,3,10,2,60,19,5,25,9,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American,South or Southeast Asian",NA,Less than high school,NA,I have 0 clue but I'm intrigued,0/4,0,4,SSSS,dont_like_mud|like_sing|flap_arms_happy|dont_like_icecream,NA,FL_15,cave|maple_syrup|song|lion|dance|banjo|garbage|opera|potatoes|cats|attn_check|pond|look_left|clap|sad|yellow|window
564abf20e3f4,2026-08-17 14:46:12,2026-08-17 14:53:48,IP Address,100,455,True,2026-08-17 14:53:48,R_6Nzcga8dHR0CCFB,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|dog|horse|pig|cow,10,0,51,15,50,10,50,1,0,5,75,50,1,50,25,5,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,Generalizing groups of people,0/4,0,4,SSSS,chase_shadows|can_flip_air|climb_fences|freckles_feet,NA,FL_15,garbage|dance|opera|clap|cats|attn_check|window|cave|song|yellow|potatoes|banjo|lion|look_left|maple_syrup|sad|pond
74514315ea2e,2026-08-17 14:48:52,2026-08-17 14:53:51,IP Address,100,299,True,2026-08-17 14:53:51,R_6PiHR7KPt0JXxCT,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|cow|bird|pig|horse,10,6,23,4,50,1,20,2,40,8,81,13,35,1,3,2,12,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a,Native American, American Indian, or Alaska Native,Middle Eastern or North African,Some other racial/ethnic identity, please specify:",Sephardic Jews,Some college,NA,How people form prejudices or make assumptions about groups based on immutable characteristics.,baseline,NA,NA,NA,NA,NA,FL_14,opera|garbage|yellow|look_left|dance|sad|banjo|clap|lion|cave|potatoes|pond|song|attn_check|window|cats|maple_syrup
eec2a3312d18,2026-08-17 14:45:33,2026-08-17 14:53:58,IP Address,100,505,True,2026-08-17 14:53:58,R_3IGdHm6Z7NFxnQR,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|dog|pig|horse|cow,14,1,30,15,25,2,30,15,17,50,20,40,41,2,16,1,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",no,It was amusing,0/8,0,8,SSSSSSSS,bounce_ball_head|climb_fences|scared_ladybugs|sleep_trees|stripes_hair|dont_like_mud|freckles_feet|chase_shadows,NA,FL_24,song|pond|clap|banjo|look_left|yellow|window|attn_check|dance|cats|sad|maple_syrup|potatoes|lion|opera|garbage|cave
1ce5d5db5dd5,2026-08-17 14:45:40,2026-08-17 14:54:02,IP Address,100,502,True,2026-08-17 14:54:03,R_3viBEAxx1bTdqpR,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|dog|horse|pig|cow,5,16,47,81,69,6,64,15,15,43,31,72,37,8,8,12,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,No.,Racial connotations under the disguise of Zarpies.,8/16,8,16,SGSGGSGGGSGSSSSG,flap_arms_happy|stripes_hair|dont_like_mud|can_flip_air|chase_shadows|hop_puddles|scared_ladybugs|dont_like_icecream|bounce_ball_head|climb_fences|eat_flowers|sleep_trees|like_sing|freckles_feet|babies_blankets|draw_stars_knees,NA,FL_42,opera|look_left|attn_check|lion|window|song|maple_syrup|cave|potatoes|dance|garbage|clap|yellow|sad|banjo|cats|pond
056447ecd0a0,2026-08-17 14:48:15,2026-08-17 14:54:04,IP Address,100,349,True,2026-08-17 14:54:05,R_5rwj1AJ91N61Egv,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|bird|horse|pig|cow,0,0,0,0,0,0,1,0,0,100,0,100,0,0,0,1,100,Listening to songs from a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American,Black or African American",NA,"Bachelor's (B.A., B.S.)",none,remembering facts,16/16,16,16,GGGGGGGGGGGGGGGG,hop_puddles|babies_blankets|draw_stars_knees|dont_like_icecream|eat_flowers|flap_arms_happy|dont_like_mud|like_sing|freckles_feet|stripes_hair|chase_shadows|sleep_trees|climb_fences|bounce_ball_head|can_flip_air|scared_ladybugs,NA,FL_45,sad|potatoes|opera|lion|garbage|yellow|song|cats|banjo|attn_check|window|pond|dance|cave|clap|look_left|maple_syrup
4a7548d0ad1a,2026-08-17 14:46:19,2026-08-17 14:54:05,IP Address,100,466,True,2026-08-17 14:54:05,R_6tGT0QrwZQaHB4d,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|pig|dog|bird|cow,35,10,36,21,40,62,80,25,20,20,45,75,15,16,41,45,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,I think it's about how we judge people.,0/8,0,8,SSSSSSSS,climb_fences|dont_like_mud|flap_arms_happy|hop_puddles|sleep_trees|can_flip_air|like_sing|stripes_hair,NA,FL_24,potatoes|attn_check|window|song|yellow|maple_syrup|opera|sad|look_left|lion|cave|clap|garbage|banjo|pond|cats|dance
31775068909e,2026-08-17 14:48:01,2026-08-17 14:54:05,IP Address,100,363,True,2026-08-17 14:54:05,R_59ctKhdsU8FT3rN,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|horse|bird|dog|pig,25,2,25,10,5,25,1,50,5,10,11,75,15,1,75,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,perception of peoples actions,4/8,4,8,GSGSGSSG,flap_arms_happy|sleep_trees|babies_blankets|like_sing|climb_fences|chase_shadows|dont_like_mud|stripes_hair,NA,FL_37,potatoes|dance|attn_check|yellow|cats|song|clap|look_left|maple_syrup|garbage|banjo|pond|lion|sad|cave|opera|window
80e35faf9902,2026-08-17 14:48:58,2026-08-17 14:54:06,IP Address,100,307,True,2026-08-17 14:54:06,R_3n274kUCb73r5AU,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|horse|pig|dog,44,76,82,68,21,73,94,74,28,9,100,93,28,1,64,54,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,Hispanic or Latino/a,NA,Some college,none,I don't know,4/12,4,12,GGSSSGSSSSSG,climb_fences|sleep_trees|freckles_feet|scared_ladybugs|bounce_ball_head|stripes_hair|hop_puddles|like_sing|eat_flowers|chase_shadows|dont_like_mud|flap_arms_happy,NA,FL_38,opera|sad|dance|clap|song|look_left|potatoes|garbage|attn_check|banjo|maple_syrup|pond|lion|cave|window|cats|yellow
5b4f52730075,2026-08-17 14:46:08,2026-08-17 14:54:13,IP Address,100,484,True,2026-08-17 14:54:14,R_7ennnHT6lR6XlWE,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|cow|pig|horse|bird,53,22,65,85,57,76,14,37,38,25,88,91,30,23,76,53,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,Black or African American,NA,Some college,NA,The characters of fictional drawings,4/12,4,12,SGSSGSSSSSGG,can_flip_air|scared_ladybugs|sleep_trees|chase_shadows|like_sing|bounce_ball_head|stripes_hair|climb_fences|draw_stars_knees|dont_like_icecream|hop_puddles|dont_like_mud,NA,FL_38,opera|yellow|potatoes|window|pond|attn_check|dance|cats|garbage|sad|lion|clap|cave|song|look_left|maple_syrup|banjo
d8b67f2b0f0e,2026-08-17 14:47:28,2026-08-17 14:54:15,IP Address,100,407,True,2026-08-17 14:54:16,R_7ttHvibwQhYhMxQ,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|pig|bird|horse|dog,37,1,20,13,13,11,25,9,19,16,5,40,21,4,33,8,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,How people generalize behavior to groups of people.,4/4,4,4,GGGG,freckles_feet|chase_shadows|draw_stars_knees|like_sing,NA,FL_36,potatoes|garbage|pond|dance|lion|yellow|cave|sad|look_left|banjo|opera|cats|attn_check|window|song|clap|maple_syrup
6c01169ccab5,2026-08-17 14:45:54,2026-08-17 14:54:22,IP Address,100,508,True,2026-08-17 14:54:23,R_6qa406yaUfXz7IB,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,horse|bird|cow|pig|dog,5,0,5,20,50,50,75,10,75,25,1,60,50,15,15,20,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,Some college,none,i liked this survey,8/12,8,12,SGSGSGSGGGGG,bounce_ball_head|chase_shadows|eat_flowers|flap_arms_happy|babies_blankets|hop_puddles|draw_stars_knees|sleep_trees|freckles_feet|dont_like_icecream|stripes_hair|like_sing,NA,FL_41,pond|clap|attn_check|look_left|garbage|song|lion|yellow|maple_syrup|cats|banjo|sad|dance|potatoes|opera|window|cave
35d24c111261,2026-08-17 14:47:49,2026-08-17 14:54:24,IP Address,100,395,True,2026-08-17 14:54:24,R_5JQ2FX3vXvvxxEQ,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|horse|bird|dog|cow,85,25,100,70,50,99,25,75,40,50,100,80,75,40,90,50,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",No Problems,A Fictional group of people called Zarpies,4/4,4,4,GGGG,can_flip_air|climb_fences|sleep_trees|dont_like_icecream,NA,FL_36,maple_syrup|clap|window|opera|cats|yellow|song|pond|potatoes|dance|sad|attn_check|cave|banjo|garbage|lion|look_left
a15758620488,2026-08-17 14:47:22,2026-08-17 14:54:26,IP Address,100,423,True,2026-08-17 14:54:26,R_3wAAvy015YRxLTq,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|cow|dog|bird|horse,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,Hispanic or Latino/a,NA,High school/GED,NA,zarpies and the things they all do,12/12,12,12,GGGGGGGGGGGG,dont_like_icecream|dont_like_mud|draw_stars_knees|hop_puddles|bounce_ball_head|scared_ladybugs|chase_shadows|climb_fences|flap_arms_happy|babies_blankets|stripes_hair|eat_flowers,NA,FL_43,attn_check|banjo|maple_syrup|window|potatoes|opera|clap|lion|pond|cats|look_left|song|yellow|dance|sad|garbage|cave
a2a9eed56012,2026-08-17 14:47:17,2026-08-17 14:54:26,IP Address,100,429,True,2026-08-17 14:54:26,R_1GJJigijeo0I6J3,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|horse|pig|cow|dog,10,10,10,10,10,10,25,10,10,75,10,90,50,10,50,10,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,Hispanic or Latino/a,NA,"Master's (M.A., M.S.)",N/a,Talking about a specific group of people & trying to make assumptions on what they do with the info provided,4/16,4,16,SGSSSSGGSSGSSSSS,eat_flowers|chase_shadows|sleep_trees|stripes_hair|dont_like_mud|scared_ladybugs|like_sing|bounce_ball_head|flap_arms_happy|dont_like_icecream|draw_stars_knees|climb_fences|hop_puddles|freckles_feet|can_flip_air|babies_blankets,NA,FL_39,window|dance|opera|attn_check|song|pond|banjo|potatoes|sad|clap|yellow|maple_syrup|look_left|cats|garbage|lion|cave
a7983b6d161c,2026-08-17 14:46:59,2026-08-17 14:54:26,IP Address,100,447,True,2026-08-17 14:54:26,R_60x5iy4WD0NfD9y,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|pig|cow|dog|horse,7,6,36,16,16,80,82,42,20,43,22,43,10,13,30,40,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,Black or African American,NA,"Doctoral (Ph.D., J.D., M.D.)",none,need more questions,baseline,NA,NA,NA,NA,NA,FL_14,sad|yellow|clap|window|pond|maple_syrup|cave|garbage|banjo|opera|dance|look_left|attn_check|cats|potatoes|song|lion
7d6d7138e681,2026-08-17 14:46:47,2026-08-17 14:54:29,IP Address,100,461,True,2026-08-17 14:54:29,R_39qFRhcoYeUF6Fz,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|dog|bird|cow|horse,20,15,25,22,21,21,23,21,21,25,25,20,21,25,20,20,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,This study is about generalizations about certain groups/ethnicities of people,0/16,0,16,SSSSSSSSSSSSSSSS,dont_like_icecream|flap_arms_happy|stripes_hair|hop_puddles|sleep_trees|eat_flowers|dont_like_mud|bounce_ball_head|like_sing|scared_ladybugs|climb_fences|chase_shadows|freckles_feet|babies_blankets|can_flip_air|draw_stars_knees,NA,FL_35,opera|garbage|potatoes|pond|look_left|sad|cave|dance|cats|song|window|clap|lion|yellow|banjo|attn_check|maple_syrup
0eda2dd5f486,2026-08-17 14:47:58,2026-08-17 14:54:34,IP Address,100,395,True,2026-08-17 14:54:34,R_7yjgGQTQQH22owG,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|bird|dog|horse|cow,100,90,100,80,100,100,100,100,100,100,100,100,90,100,100,95,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Sterotypes,12/12,12,12,GGGGGGGGGGGG,dont_like_mud|scared_ladybugs|dont_like_icecream|like_sing|eat_flowers|freckles_feet|bounce_ball_head|flap_arms_happy|draw_stars_knees|can_flip_air|climb_fences|chase_shadows,NA,FL_43,lion|attn_check|banjo|pond|clap|look_left|cave|maple_syrup|window|yellow|dance|cats|opera|garbage|potatoes|sad|song
60ebcec37d89,2026-08-17 14:46:51,2026-08-17 14:54:39,IP Address,100,468,True,2026-08-17 14:54:40,R_7phxWdUJod5QNTq,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|cow|dog|pig|horse,96,10,74,25,36,76,7,11,50,24,50,12,95,77,99,6,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,zarpies,0/16,0,16,SSSSSSSSSSSSSSSS,dont_like_mud|babies_blankets|bounce_ball_head|flap_arms_happy|freckles_feet|dont_like_icecream|chase_shadows|hop_puddles|stripes_hair|sleep_trees|climb_fences|can_flip_air|like_sing|eat_flowers|draw_stars_knees|scared_ladybugs,NA,FL_35,pond|dance|maple_syrup|potatoes|clap|opera|sad|yellow|window|lion|garbage|banjo|song|look_left|cats|cave|attn_check
d8b0db47917f,2026-08-17 14:45:54,2026-08-17 14:54:39,IP Address,100,524,True,2026-08-17 14:54:40,R_71pHfetEmyHBFm0,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|pig|horse|bird|cow,0,0,50,75,1,1,0,75,10,10,50,75,10,1,25,3,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,judging people,12/12,12,12,GGGGGGGGGGGG,freckles_feet|sleep_trees|draw_stars_knees|babies_blankets|like_sing|hop_puddles|dont_like_mud|flap_arms_happy|scared_ladybugs|dont_like_icecream|climb_fences|bounce_ball_head,NA,FL_43,lion|cats|potatoes|clap|dance|pond|maple_syrup|yellow|look_left|cave|banjo|window|song|opera|attn_check|garbage|sad
27538d92a844,2026-08-17 14:48:12,2026-08-17 14:54:42,IP Address,100,389,True,2026-08-17 14:54:42,R_5aS6kjE7W4pNqHI,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,pig|cow|horse|bird|dog,63,39,44,35,71,56,18,49,67,39,39,63,39,44,62,35,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",N/A,People's perception of another culture,4/8,4,8,GSSSGGSG,dont_like_mud|like_sing|freckles_feet|hop_puddles|can_flip_air|climb_fences|sleep_trees|dont_like_icecream,NA,FL_37,attn_check|song|sad|banjo|cave|clap|dance|potatoes|maple_syrup|lion|garbage|pond|cats|look_left|opera|yellow|window
ae1e965af69f,2026-08-17 14:47:43,2026-08-17 14:54:42,IP Address,100,418,True,2026-08-17 14:54:42,R_1YYstX2hnSOpPkY,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|horse|pig|dog,18,3,42,14,12,16,7,40,7,8,17,40,14,17,52,13,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,Hispanic or Latino/a,NA,High school/GED,NA,perception of different types of people,8/16,8,16,SSSGGSSSSSGGGGGG,chase_shadows|hop_puddles|flap_arms_happy|can_flip_air|dont_like_mud|eat_flowers|climb_fences|babies_blankets|bounce_ball_head|draw_stars_knees|dont_like_icecream|scared_ladybugs|like_sing|stripes_hair|sleep_trees|freckles_feet,NA,FL_42,window|garbage|pond|attn_check|song|sad|banjo|cave|dance|potatoes|clap|maple_syrup|lion|look_left|yellow|cats|opera
b181c87b8777,2026-08-17 14:46:58,2026-08-17 14:54:43,IP Address,100,465,True,2026-08-17 14:54:43,R_3nTPYzE5ug84EYp,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|pig|horse|dog|bird,10,7,5,40,32,5,20,4,10,25,25,32,15,5,15,20,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,I have no idea.,4/12,4,12,SSGGSSSSSGGS,can_flip_air|scared_ladybugs|stripes_hair|dont_like_mud|like_sing|sleep_trees|chase_shadows|hop_puddles|flap_arms_happy|draw_stars_knees|freckles_feet|dont_like_icecream,NA,FL_38,dance|yellow|cats|banjo|cave|potatoes|attn_check|song|pond|opera|garbage|window|maple_syrup|sad|clap|lion|look_left
b2818dc3e1de,2026-08-17 14:46:07,2026-08-17 14:54:45,IP Address,100,517,True,2026-08-17 14:54:45,R_1WvQyG8J7CHKzm1,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,cow|bird|horse|pig|dog,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,"Something about stereotyping/grouping all people of one ""type"" (gender, race, etc.) together as all the same.",8/16,8,16,GGSSGSGSGSGSGSGS,bounce_ball_head|sleep_trees|draw_stars_knees|flap_arms_happy|stripes_hair|can_flip_air|dont_like_icecream|freckles_feet|hop_puddles|climb_fences|babies_blankets|like_sing|chase_shadows|eat_flowers|scared_ladybugs|dont_like_mud,NA,FL_42,sad|cave|pond|attn_check|garbage|lion|banjo|yellow|maple_syrup|cats|dance|window|song|opera|clap|look_left|potatoes
04fdaaa478b7,2026-08-17 14:47:10,2026-08-17 14:54:45,IP Address,100,455,True,2026-08-17 14:54:45,R_7NaAwP0ZUbamQcG,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,bird|pig|cow|horse|dog,7,18,23,8,6,5,45,24,13,44,67,100,10,16,12,3,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,Hispanic or Latino/a,NA,Some college,NA,"Each single zarpie does something pronounced, and there is a tendency to say more of them do random specific things than is probably true.",4/16,4,16,SSGGSSSSSSGSSSGS,like_sing|climb_fences|freckles_feet|dont_like_mud|dont_like_icecream|draw_stars_knees|babies_blankets|sleep_trees|flap_arms_happy|bounce_ball_head|can_flip_air|eat_flowers|hop_puddles|scared_ladybugs|stripes_hair|chase_shadows,NA,FL_39,song|dance|garbage|maple_syrup|opera|attn_check|sad|lion|cave|cats|window|yellow|clap|potatoes|look_left|pond|banjo
4647ac1f58f1,2026-08-17 14:46:53,2026-08-17 14:54:47,IP Address,100,474,True,2026-08-17 14:54:47,R_7Y7x0tLHJGBNLUd,anonymous,EN,FL_23,NA,I consent,"Yes, I will",bird,dog|pig|cow|horse|bird,84,74,74,76,52,76,51,51,42,74,50,75,74,75,75,78,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Racial/Ethnic bias,12/16,12,16,SGGGSGGSGGGGGGGS,eat_flowers|dont_like_mud|bounce_ball_head|like_sing|scared_ladybugs|can_flip_air|sleep_trees|chase_shadows|hop_puddles|dont_like_icecream|draw_stars_knees|stripes_hair|climb_fences|flap_arms_happy|freckles_feet|babies_blankets,NA,FL_44,cave|song|yellow|garbage|lion|opera|sad|window|dance|banjo|cats|clap|maple_syrup|look_left|potatoes|attn_check|pond
