hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,diet_can_eat_spicy_1,diet_breakfast_late_1,diet_five_meals_day_1,diet_like_juice_pulp_1,diet_pepper_on_all_1,pers_cry_easily_1,pers_collect_rocks_1,pers_like_to_dance_1,pers_like_highfive_1,pers_read_books_1,phys_can_roll_tongue_1,phys_can_snap_toes_1,phys_can_wiggle_ears_1,phys_cold_hands_feet_1,phys_snore_sleep_1,attn_check_1,group_charact,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,physicalfeatures_DO,dietfeatures_DO,personalityfeatures_DO,heterogeneousfeatures_DO,InductionTask_DO
2bea70b48eb8,2026-06-23 15:41:42,2026-06-23 15:47:46,IP Address,100,363,True,2026-06-23 15:47:46,R_3RVTh83GoQcfp5j,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|bird|horse|cow,10,35,10,30,30,45,25,65,75,60,20,20,10,10,5,100,Their shared interests amongst the other Zarpie population,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,No issues,I feel like this study is used in a way to measure how users judge races / cultural differences based on a fictional group,physical,NA,FL_24,tan_easily|can_see_really_far|wear tall socks|have_orange_earwax|have_freckles_o_feet|have_bony_elbows|paint_their_toenails|draw_circle_on_knees|can_touch_their_toes|have_flat_bellbutton|have_wide_feet|have_tattoos|have_a_loud_voice|have_short_nails|have_stripes_in_hair,NA,NA,NA,diet_breakfast_late|pers_cry_easily|pers_collect_rocks|pers_read_books|phys_can_snap_toes|diet_like_juice_pulp|phys_can_wiggle_ears|pers_like_to_dance|phys_cold_hands_feet|phys_can_roll_tongue|phys_snore_sleep|diet_pepper_on_all|attn_check|diet_can_eat_spicy|pers_like_highfive|diet_five_meals_day
7f4d0499b8e0,2026-06-23 15:36:46,2026-06-23 15:48:29,IP Address,100,703,True,2026-06-23 15:48:30,R_6gCNqZwFECY5WvU,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|dog|cow|bird,90,52,48,88,68,70,80,100,100,68,76,0,84,42,94,100,I think Zarpies as a group are somewhat eccentric and unique as a group.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,"No, there were no problems - the study was very clear and straightforward.",I'm imagining it was to understand how we perceive the people from this fictional group after learning a little bit about them.,physical,NA,FL_24,have_freckles_o_feet|have_bony_elbows|have_stripes_in_hair|have_orange_earwax|have_flat_bellbutton|have_tattoos|can_see_really_far|paint_their_toenails|draw_circle_on_knees|have_short_nails|have_wide_feet|tan_easily|have_a_loud_voice|can_touch_their_toes|wear tall socks,NA,NA,NA,phys_can_roll_tongue|pers_collect_rocks|diet_pepper_on_all|pers_like_to_dance|diet_can_eat_spicy|phys_can_snap_toes|pers_read_books|attn_check|diet_breakfast_late|phys_cold_hands_feet|diet_five_meals_day|pers_cry_easily|phys_can_wiggle_ears|phys_snore_sleep|pers_like_highfive|diet_like_juice_pulp
2975adf5ff08,2026-06-23 15:41:01,2026-06-23 15:48:53,IP Address,100,471,True,2026-06-23 15:48:53,R_1EfAj87UAQqLmIN,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|cow|pig|horse,45,1,5,60,5,25,15,70,40,85,25,2,10,35,40,100,"Zarpies don't seem very different from people I already know, so I don't think any one thing characterizes them as a group.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Studying responses given after a variety of ideas were implanted in responders mind by use of words and pictures.,heterogeneous,NA,FL_14,NA,NA,NA,like_to_eat_herbs|tan_easily|tell_bad_jokes|are_friendly|make_bread|have_orange_earwax|like_to_eat_broccoli|like_to_ride_bikes|rdont_like_soup|are_angry|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,phys_can_roll_tongue|phys_can_snap_toes|diet_breakfast_late|phys_can_wiggle_ears|pers_cry_easily|diet_pepper_on_all|phys_snore_sleep|pers_like_highfive|pers_collect_rocks|pers_like_to_dance|diet_can_eat_spicy|pers_read_books|diet_like_juice_pulp|phys_cold_hands_feet|diet_five_meals_day|attn_check
e43e008a38e5,2026-06-23 15:42:31,2026-06-23 15:49:18,IP Address,100,406,True,2026-06-23 15:49:18,R_1VXSyjezcbfawKJ,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|cow|horse|pig,75,18,42,45,15,40,100,100,100,100,25,35,10,40,65,100,"interesting group and somewhat similar to humans, highly passionate about giving back and spreading positivity",Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American,South or Southeast Asian",NA,"Bachelor's (B.A., B.S.)",none at all !,measuring peoples opinions on a specific group and seeing how they perceive them in different contexts and dif traits they possess,personality,NA,FL_80,NA,NA,tell_bad_jokes|are_forgetful|live_w_thr_families|take_care_of_others|are_silly|teach_children|give_good_gifts|are_brave|like_to_ride_bikes|can_do_cartwheels|are_curious|are_smart|are_thoughtful|are_friendly|are_angry,NA,pers_like_highfive|phys_can_snap_toes|phys_can_wiggle_ears|attn_check|diet_can_eat_spicy|phys_snore_sleep|pers_collect_rocks|pers_like_to_dance|phys_can_roll_tongue|diet_pepper_on_all|phys_cold_hands_feet|diet_breakfast_late|diet_like_juice_pulp|pers_cry_easily|pers_read_books|diet_five_meals_day
de66b3a2a40f,2026-06-23 15:43:51,2026-06-23 15:50:57,IP Address,100,425,True,2026-06-23 15:50:57,R_1CKEbvN6COvzDmQ,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|horse|bird|cow,90,25,1,60,3,10,3,55,70,45,50,20,15,5,15,100,"Enjoy outdoors, whimsical, open-minded",Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,How people generalize a group of people based on qualities about them,personality,NA,FL_80,NA,NA,can_do_cartwheels|are_curious|are_brave|are_forgetful|tell_bad_jokes|teach_children|are_angry|like_to_ride_bikes|are_thoughtful|give_good_gifts|take_care_of_others|are_friendly|live_w_thr_families|are_smart|are_silly,NA,pers_like_highfive|pers_read_books|phys_can_roll_tongue|phys_can_snap_toes|diet_like_juice_pulp|attn_check|phys_snore_sleep|phys_cold_hands_feet|pers_collect_rocks|diet_five_meals_day|diet_can_eat_spicy|pers_cry_easily|phys_can_wiggle_ears|diet_pepper_on_all|pers_like_to_dance|diet_breakfast_late
cc2eebe84c40,2026-06-23 15:43:49,2026-06-23 15:51:09,IP Address,100,440,True,2026-06-23 15:51:10,R_6msHvKVK2iG1HWU,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|bird|pig|horse,75,76,25,76,75,25,50,50,75,75,50,24,75,25,36,100,They tan easily and are whimsical.,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,"In order to preserve the integrity of scientific research, I never think about the purpose of a study.",physical,NA,FL_24,can_see_really_far|have_a_loud_voice|have_short_nails|draw_circle_on_knees|have_orange_earwax|have_tattoos|have_flat_bellbutton|have_wide_feet|have_bony_elbows|can_touch_their_toes|paint_their_toenails|tan_easily|have_freckles_o_feet|have_stripes_in_hair|wear tall socks,NA,NA,NA,pers_collect_rocks|pers_cry_easily|phys_snore_sleep|diet_breakfast_late|diet_pepper_on_all|phys_can_snap_toes|pers_like_highfive|phys_can_roll_tongue|attn_check|pers_read_books|diet_like_juice_pulp|diet_five_meals_day|pers_like_to_dance|phys_can_wiggle_ears|phys_cold_hands_feet|diet_can_eat_spicy
a6f98c41d094,2026-06-23 15:41:46,2026-06-23 15:51:33,IP Address,100,586,True,2026-06-23 15:51:33,R_7r8bURaYdNAs8ox,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|bird|pig,30,25,10,60,5,20,10,35,70,45,15,15,20,40,80,100,"I think they are fun-loving, fond of desserts, can be a little sedentary, and are not moderate with their meals nor their appetites.",Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,I think the study was concerned about certain dietary and lifestyle habits that make people think of minority groups with stereotypes to describe their behaviors.,diet,NA,FL_34,NA,like_to_eat_herbs|eat_meat|lt_drink_maple_syrup|rdont_like_soup|drink_milk|like_to_eat_sweets|make_bread|like_to_drink_tea|eat_cheese|eat_nuts|like_to_eat_broccoli|lt_drink_fizzy_water|farm_potatoes|eat_rice|rdont_like_ice_cream,NA,NA,phys_snore_sleep|pers_cry_easily|diet_like_juice_pulp|diet_can_eat_spicy|phys_cold_hands_feet|pers_read_books|diet_pepper_on_all|pers_like_to_dance|phys_can_snap_toes|diet_breakfast_late|diet_five_meals_day|phys_can_wiggle_ears|phys_can_roll_tongue|pers_collect_rocks|attn_check|pers_like_highfive
e253e8c6bf4f,2026-06-23 15:43:10,2026-06-23 15:52:03,IP Address,100,533,True,2026-06-23 15:52:04,R_6dpgHzyN0KGl1ij,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|dog|cow|bird,15,10,5,15,10,5,10,15,5,10,5,10,5,10,10,100,They seem to live a happy and carefree life.,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,"Bachelor's (B.A., B.S.)",NA,Judging people on their behaviors.,diet,NA,FL_34,NA,drink_milk|eat_nuts|rdont_like_soup|like_to_eat_herbs|eat_cheese|farm_potatoes|eat_rice|make_bread|like_to_eat_broccoli|rdont_like_ice_cream|lt_drink_fizzy_water|like_to_drink_tea|like_to_eat_sweets|eat_meat|lt_drink_maple_syrup,NA,NA,diet_pepper_on_all|phys_can_snap_toes|phys_snore_sleep|diet_can_eat_spicy|diet_breakfast_late|attn_check|diet_like_juice_pulp|pers_read_books|phys_can_wiggle_ears|pers_like_highfive|pers_collect_rocks|phys_cold_hands_feet|pers_cry_easily|diet_five_meals_day|pers_like_to_dance|phys_can_roll_tongue
0659e3dcf6db,2026-06-23 15:31:01,2026-06-23 15:52:24,IP Address,100,1282,True,2026-06-23 15:52:24,R_17WvoEMnJTaRwdj,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|cow|bird|dog,50,12,13,75,10,33,50,100,100,100,25,10,26,49,25,100,what they can do,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",time to short,fictional group of people,heterogeneous,NA,FL_14,NA,NA,NA,rdont_like_soup|tan_easily|like_to_eat_herbs|like_to_ride_bikes|are_angry|are_friendly|make_bread|like_to_eat_broccoli|tell_bad_jokes|have_orange_earwax|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_like_highfive|diet_can_eat_spicy|phys_can_roll_tongue|attn_check|pers_like_to_dance|phys_cold_hands_feet|diet_like_juice_pulp|pers_read_books|diet_five_meals_day|pers_collect_rocks|phys_snore_sleep|phys_can_wiggle_ears|pers_cry_easily|diet_pepper_on_all|diet_breakfast_late|phys_can_snap_toes
f57bbd636ee3,2026-06-23 15:45:41,2026-06-23 15:52:35,IP Address,100,414,True,2026-06-23 15:52:36,R_7BV3FheRqlpdXcR,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|cow|dog,50,40,30,15,25,50,25,35,75,50,35,5,25,30,45,100,"I think just their name is what makes them a group.
",Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,Hispanic or Latino/a,NA,High school/GED,NA,"Why people are put into groups?
",personality,NA,FL_80,NA,NA,are_silly|are_curious|can_do_cartwheels|are_friendly|are_brave|are_forgetful|take_care_of_others|are_thoughtful|live_w_thr_families|like_to_ride_bikes|teach_children|tell_bad_jokes|give_good_gifts|are_angry|are_smart,NA,pers_cry_easily|diet_can_eat_spicy|phys_can_snap_toes|phys_can_roll_tongue|pers_collect_rocks|phys_snore_sleep|diet_breakfast_late|phys_can_wiggle_ears|attn_check|phys_cold_hands_feet|pers_like_to_dance|pers_like_highfive|diet_pepper_on_all|diet_five_meals_day|pers_read_books|diet_like_juice_pulp
1b1c0335fc2c,2026-06-23 15:43:07,2026-06-23 15:52:48,IP Address,100,580,True,2026-06-23 15:52:48,R_5OkkR6Uman7LnvN,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|bird|pig|cow,65,75,75,70,50,66,30,81,100,60,89,30,25,75,86,100,They share the same characteristics as most of us,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",no problems,To know people's perspectives on different groups of people,heterogeneous,NA,FL_14,NA,NA,NA,are_friendly|are_angry|tell_bad_jokes|have_orange_earwax|like_to_ride_bikes|like_to_eat_broccoli|rdont_like_soup|tan_easily|like_to_eat_herbs|make_bread|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,attn_check|pers_like_highfive|pers_collect_rocks|diet_pepper_on_all|diet_five_meals_day|diet_breakfast_late|phys_can_roll_tongue|diet_like_juice_pulp|pers_read_books|phys_can_snap_toes|diet_can_eat_spicy|phys_can_wiggle_ears|phys_cold_hands_feet|phys_snore_sleep|pers_cry_easily|pers_like_to_dance
24a957c6419c,2026-06-23 15:48:25,2026-06-23 15:53:37,IP Address,100,311,True,2026-06-23 15:53:37,R_5hJWJyBfu3Hwdgy,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|bird|dog|cow,50,50,50,38,40,40,12,39,75,61,24,0,5,24,36,100,Food and farming habits according to the audios earlier in the survey,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,Middle Eastern or North African,NA,"Master's (M.A., M.S.)",NA,I have no idea! It was quite strange!,diet,NA,FL_34,NA,eat_nuts|lt_drink_fizzy_water|farm_potatoes|like_to_eat_broccoli|make_bread|like_to_drink_tea|eat_cheese|rdont_like_ice_cream|rdont_like_soup|eat_meat|like_to_eat_herbs|like_to_eat_sweets|drink_milk|lt_drink_maple_syrup|eat_rice,NA,NA,phys_snore_sleep|diet_five_meals_day|diet_breakfast_late|diet_can_eat_spicy|phys_cold_hands_feet|phys_can_snap_toes|attn_check|diet_pepper_on_all|pers_like_highfive|pers_collect_rocks|pers_cry_easily|phys_can_roll_tongue|phys_can_wiggle_ears|diet_like_juice_pulp|pers_read_books|pers_like_to_dance
bc3915359e73,2026-06-23 15:48:01,2026-06-23 15:53:55,IP Address,100,353,True,2026-06-23 15:53:55,R_7eEveiFMks5fWTC,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|dog|horse,100,100,100,100,100,25,100,100,100,75,100,100,100,100,100,100,Zapies all like and do the same things,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,no,perception or judging a group of fictional people,physical,NA,FL_24,have_short_nails|tan_easily|have_flat_bellbutton|have_freckles_o_feet|have_tattoos|can_see_really_far|wear tall socks|paint_their_toenails|have_wide_feet|have_bony_elbows|have_a_loud_voice|draw_circle_on_knees|have_orange_earwax|can_touch_their_toes|have_stripes_in_hair,NA,NA,NA,pers_cry_easily|pers_read_books|diet_pepper_on_all|phys_snore_sleep|phys_can_snap_toes|diet_like_juice_pulp|phys_cold_hands_feet|diet_breakfast_late|pers_collect_rocks|pers_like_to_dance|phys_can_roll_tongue|attn_check|diet_five_meals_day|pers_like_highfive|phys_can_wiggle_ears|diet_can_eat_spicy
44f64d5d04b0,2026-06-23 15:47:01,2026-06-23 15:54:12,IP Address,100,430,True,2026-06-23 15:54:12,R_3IlTPB6tCgN8CuZ,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|horse|cow|dog,25,10,25,25,4,11,20,50,50,50,10,3,25,5,10,100,"Like of sweet foods, dislike of ice cream and soup, tend to wear certain colors",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",None,How audio/written descriptions and images affect perceptions of a group of people,diet,NA,FL_34,NA,rdont_like_soup|eat_cheese|eat_meat|eat_nuts|lt_drink_maple_syrup|like_to_eat_broccoli|like_to_drink_tea|make_bread|like_to_eat_herbs|farm_potatoes|rdont_like_ice_cream|eat_rice|lt_drink_fizzy_water|drink_milk|like_to_eat_sweets,NA,NA,pers_cry_easily|phys_snore_sleep|diet_five_meals_day|diet_breakfast_late|pers_like_highfive|diet_pepper_on_all|diet_can_eat_spicy|phys_can_roll_tongue|pers_like_to_dance|pers_read_books|attn_check|phys_can_snap_toes|diet_like_juice_pulp|phys_can_wiggle_ears|pers_collect_rocks|phys_cold_hands_feet
624deff25b28,2026-06-23 15:42:51,2026-06-23 15:54:42,IP Address,100,711,True,2026-06-23 15:54:42,R_7c0puBjCy04ZZrX,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|horse|dog,50,5,3,30,50,40,10,67,15,65,5,70,40,12,65,100,They are all humans.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,Black or African American,NA,Some college,No problems or confusion.,I'm not sure.,personality,NA,FL_80,NA,NA,are_brave|tell_bad_jokes|live_w_thr_families|give_good_gifts|take_care_of_others|like_to_ride_bikes|teach_children|are_friendly|are_thoughtful|are_silly|are_angry|can_do_cartwheels|are_smart|are_forgetful|are_curious,NA,phys_can_snap_toes|pers_collect_rocks|phys_can_wiggle_ears|diet_pepper_on_all|diet_can_eat_spicy|pers_cry_easily|phys_can_roll_tongue|phys_snore_sleep|diet_like_juice_pulp|phys_cold_hands_feet|pers_like_highfive|pers_read_books|diet_breakfast_late|diet_five_meals_day|pers_like_to_dance|attn_check
e65723e559bf,2026-06-23 15:45:08,2026-06-23 15:55:35,IP Address,100,626,True,2026-06-23 15:55:36,R_1irPG4HusUfiIHc,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|cow|pig|dog,80,35,35,65,60,65,30,75,65,45,25,80,55,30,20,100,because zarpies consists of different beings with different traits but shares more traits together thus making them a group.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"Some other racial/ethnic identity, please specify:",multiracial,"Bachelor's (B.A., B.S.)",no,the study was very interesting and entertaining.,heterogeneous,NA,FL_14,NA,NA,NA,have_orange_earwax|are_angry|tell_bad_jokes|are_friendly|tan_easily|like_to_ride_bikes|like_to_eat_herbs|like_to_eat_broccoli|make_bread|rdont_like_soup|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,diet_can_eat_spicy|pers_read_books|phys_cold_hands_feet|diet_five_meals_day|diet_like_juice_pulp|pers_collect_rocks|phys_can_wiggle_ears|diet_breakfast_late|phys_can_snap_toes|pers_like_to_dance|attn_check|pers_like_highfive|phys_snore_sleep|diet_pepper_on_all|pers_cry_easily|phys_can_roll_tongue
beadb0601c75,2026-06-23 15:46:49,2026-06-23 15:58:55,IP Address,100,725,True,2026-06-23 15:58:55,R_6rpcSQDsxlmkKR3,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|horse|dog|pig,65,82,63,83,89,34,19,71,63,76,68,81,20,78,46,100,"They're a group of energetic, gangly people with especially large feet and possibly medium to light skin since they tan easily in the sun. They seem like they have a culture since they come with striped hair.",Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,Black or African American,NA,Some college,No issues.,It's about how we assume and categorize a type of cultural or ethnic group based on details we know about them.,physical,NA,FL_24,have_short_nails|have_wide_feet|have_stripes_in_hair|have_freckles_o_feet|wear tall socks|can_see_really_far|have_tattoos|have_a_loud_voice|have_orange_earwax|have_flat_bellbutton|draw_circle_on_knees|paint_their_toenails|have_bony_elbows|can_touch_their_toes|tan_easily,NA,NA,NA,phys_can_wiggle_ears|diet_can_eat_spicy|diet_five_meals_day|phys_cold_hands_feet|phys_can_roll_tongue|diet_breakfast_late|phys_snore_sleep|diet_like_juice_pulp|diet_pepper_on_all|phys_can_snap_toes|pers_collect_rocks|attn_check|pers_read_books|pers_like_to_dance|pers_cry_easily|pers_like_highfive
412613d43886,2026-06-23 15:51:55,2026-06-23 15:59:28,IP Address,100,453,True,2026-06-23 15:59:29,R_1zp4pSM2439t30x,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|dog|pig|horse,50,25,50,50,50,50,50,50,50,50,50,50,50,38,50,100,They do not like ice cream or soup.,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,How certain characteristics of a group influence others assumptions about the group.,diet,NA,FL_34,NA,lt_drink_fizzy_water|eat_nuts|make_bread|farm_potatoes|eat_meat|like_to_eat_herbs|lt_drink_maple_syrup|like_to_eat_broccoli|eat_rice|rdont_like_ice_cream|like_to_drink_tea|drink_milk|rdont_like_soup|like_to_eat_sweets|eat_cheese,NA,NA,phys_cold_hands_feet|pers_like_to_dance|phys_snore_sleep|diet_can_eat_spicy|diet_five_meals_day|diet_pepper_on_all|phys_can_wiggle_ears|attn_check|pers_cry_easily|diet_like_juice_pulp|pers_like_highfive|pers_collect_rocks|phys_can_roll_tongue|phys_can_snap_toes|diet_breakfast_late|pers_read_books
919eb82f0e78,2026-06-23 15:52:12,2026-06-23 15:59:49,IP Address,100,456,True,2026-06-23 15:59:49,R_1e4OdEahZ5LqJ0D,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|cow|dog,50,50,33,60,20,80,15,70,80,50,20,10,25,35,70,100,They are different and each one is unique in its own way.,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,East Asian,NA,"Bachelor's (B.A., B.S.)",NA,Your thoughts on a fictional group of people,personality,NA,FL_80,NA,NA,are_curious|are_smart|live_w_thr_families|are_brave|are_angry|tell_bad_jokes|are_thoughtful|are_friendly|take_care_of_others|teach_children|are_forgetful|give_good_gifts|are_silly|like_to_ride_bikes|can_do_cartwheels,NA,diet_breakfast_late|phys_cold_hands_feet|attn_check|pers_collect_rocks|phys_can_roll_tongue|phys_can_wiggle_ears|pers_cry_easily|diet_can_eat_spicy|diet_like_juice_pulp|phys_snore_sleep|pers_read_books|pers_like_highfive|diet_five_meals_day|diet_pepper_on_all|pers_like_to_dance|phys_can_snap_toes
3c0d47ab8962,2026-06-23 15:49:31,2026-06-23 16:00:03,IP Address,100,631,True,2026-06-23 16:00:03,R_6kuETOg9m3IZnis,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|dog|cow|bird,66,15,16,42,5,28,20,70,34,75,64,35,25,38,33,100,"I think Zarpies are angry, tell bad jokes, and are brave, but I also think they are very individualized.",Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",NA,not sure,heterogeneous,NA,FL_14,NA,NA,NA,like_to_eat_herbs|tan_easily|like_to_eat_broccoli|rdont_like_soup|tell_bad_jokes|are_angry|are_friendly|like_to_ride_bikes|have_orange_earwax|make_bread|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,pers_cry_easily|attn_check|diet_like_juice_pulp|pers_collect_rocks|phys_cold_hands_feet|phys_can_snap_toes|phys_can_wiggle_ears|diet_can_eat_spicy|pers_read_books|phys_can_roll_tongue|pers_like_highfive|pers_like_to_dance|phys_snore_sleep|diet_breakfast_late|diet_five_meals_day|diet_pepper_on_all
162fd2f8b000,2026-06-23 15:49:48,2026-06-23 16:01:10,IP Address,100,682,True,2026-06-23 16:01:10,R_55RYsl647qqDPcj,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|bird|horse|dog,100,0,0,100,49,0,0,100,1,100,1,100,1,0,0,100,they have weird charactericts,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",none,it is enlightening,heterogeneous,NA,FL_14,NA,NA,NA,are_angry|rdont_like_soup|like_to_ride_bikes|are_friendly|have_orange_earwax|make_bread|tan_easily|like_to_eat_broccoli|tell_bad_jokes|like_to_eat_herbs|have_freckles_o_feet|have_flat_bellbutton|can_touch_their_toes|eat_rice|are_brave,attn_check|phys_cold_hands_feet|phys_can_wiggle_ears|pers_read_books|pers_cry_easily|pers_collect_rocks|phys_snore_sleep|diet_pepper_on_all|diet_breakfast_late|diet_five_meals_day|diet_can_eat_spicy|pers_like_to_dance|diet_like_juice_pulp|phys_can_roll_tongue|phys_can_snap_toes|pers_like_highfive
6fb23ecc7342,2026-06-23 15:55:50,2026-06-23 16:01:37,IP Address,100,346,True,2026-06-23 16:01:37,R_7hbYrX5tiN2BMbY,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|dog|pig|cow,93,44,57,51,65,58,89,93,67,62,51,87,91,95,49,100,"Zarpies have many similarities in both interests and biology.  For example, Zarpies have wide feet and bony elbows.  Also, most Zarpies have tattoos.  This appears to be a close knit, smaller population group of people who have many similarities with each other.",Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,none,Thoughts on a group of people.,physical,NA,FL_24,can_touch_their_toes|have_stripes_in_hair|have_a_loud_voice|have_short_nails|have_freckles_o_feet|have_flat_bellbutton|draw_circle_on_knees|tan_easily|have_orange_earwax|can_see_really_far|have_tattoos|wear tall socks|have_bony_elbows|have_wide_feet|paint_their_toenails,NA,NA,NA,pers_collect_rocks|phys_can_roll_tongue|pers_like_to_dance|phys_cold_hands_feet|attn_check|pers_cry_easily|diet_like_juice_pulp|phys_can_wiggle_ears|diet_pepper_on_all|pers_like_highfive|diet_breakfast_late|diet_can_eat_spicy|diet_five_meals_day|phys_snore_sleep|pers_read_books|phys_can_snap_toes
