hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,Q_DataPolicyViolations,FL_12_DO,specificcondition_DO,genericcondition_DO,inductiontask_DO
ef6c660fefc6,2026-04-20 14:55:59,2026-04-20 15:03:24,IP Address,100,445,True,2026-04-20 15:03:25,R_5IMCRG3dW2XS2gk,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|pig|dog|bird,2,2,15,9,50,7,38,25,5,2,8,25,38,5,7,100,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,zarpies,specific,NA,FL_14,can_flip_air|dont_like_icecream|climb_fences|draw_stars_knees|scared_ladybugs|babies_blankets|like_sing|freckles_feet|bounce_ball_head|sleep_trees|stripes_hair|dont_like_mud|eat_flowers|chase_shadows|flap_arms_happy|hop_puddles,NA,clap|dance|cave|maple_syrup|pond|lion|song|sad|banjo|garbage|window|look_left|cats|yellow|opera|potatoes|attn_check
166f97f19b4a,2026-04-20 14:55:22,2026-04-20 15:03:39,IP Address,100,496,True,2026-04-20 15:03:40,R_5PwkHMuWHuv5E7l,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|horse|pig|bird,25,15,26,13,51,75,1,4,36,25,100,8,50,3,100,5,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,Hispanic or Latino/a,NA,High school/GED,NA,opinions on fictional people,specific,NA,FL_14,sleep_trees|babies_blankets|climb_fences|flap_arms_happy|like_sing|chase_shadows|stripes_hair|scared_ladybugs|hop_puddles|can_flip_air|eat_flowers|bounce_ball_head|freckles_feet|draw_stars_knees|dont_like_mud|dont_like_icecream,NA,opera|cats|yellow|cave|maple_syrup|potatoes|clap|garbage|window|sad|song|banjo|attn_check|pond|lion|dance|look_left
2ed11f43df54,2026-04-20 14:58:16,2026-04-20 15:03:58,IP Address,100,342,True,2026-04-20 15:03:58,R_3FDjh5zrf7o7AhX,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|dog|bird|pig,22,0,100,39,63,43,89,11,19,23,18,99,22,3,63,28,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,none,if we think zarbie's do certain things,baseline,NA,FL_24,NA,NA,opera|lion|pond|potatoes|window|garbage|clap|cave|dance|look_left|maple_syrup|sad|song|banjo|yellow|cats|attn_check
40fcae847bfc,2026-04-20 15:00:27,2026-04-20 15:04:22,IP Address,100,235,True,2026-04-20 15:04:23,R_6biFoCoKLObuf0l,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|bird|horse|pig,37,9,24,17,36,2,10,24,19,20,45,45,5,24,15,20,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,bias about groups of others,baseline,NA,FL_24,NA,NA,garbage|maple_syrup|yellow|window|opera|attn_check|clap|look_left|pond|cave|cats|dance|sad|lion|potatoes|song|banjo
3cc23f3c8fda,2026-04-20 15:01:06,2026-04-20 15:04:29,IP Address,100,203,True,2026-04-20 15:04:29,R_5YWhaArcgLEqBOH,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|dog|horse,82,63,90,46,60,45,89,8,74,31,85,100,11,58,91,41,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,Black or African American,NA,High school/GED,NA,Answering questions about a fictional group of people,baseline,NA,FL_24,NA,NA,song|look_left|maple_syrup|window|pond|potatoes|attn_check|dance|yellow|clap|sad|cave|lion|cats|garbage|opera|banjo
3decf115b266,2026-04-20 14:58:14,2026-04-20 15:04:31,IP Address,100,377,True,2026-04-20 15:04:32,R_1dNxhydLmOsZ8Y8,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|cow|horse|pig,45,35,60,40,15,60,20,15,20,55,25,60,5,0,75,70,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,To see how we judge a group of people or race,specific,NA,FL_14,babies_blankets|scared_ladybugs|flap_arms_happy|bounce_ball_head|dont_like_icecream|can_flip_air|freckles_feet|hop_puddles|climb_fences|chase_shadows|like_sing|draw_stars_knees|sleep_trees|eat_flowers|stripes_hair|dont_like_mud,NA,sad|look_left|dance|banjo|cave|window|pond|attn_check|potatoes|garbage|lion|maple_syrup|song|yellow|clap|opera|cats
9688b9b7ae92,2026-04-20 14:56:45,2026-04-20 15:04:32,IP Address,100,466,True,2026-04-20 15:04:32,R_5L9Y8CoFsxifTvH,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|dog|bird|horse,11,23,50,44,24,76,8,23,22,50,100,51,35,6,36,92,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,not sure,specific,NA,FL_14,flap_arms_happy|freckles_feet|climb_fences|stripes_hair|sleep_trees|bounce_ball_head|babies_blankets|chase_shadows|dont_like_icecream|dont_like_mud|like_sing|hop_puddles|can_flip_air|eat_flowers|draw_stars_knees|scared_ladybugs,NA,cats|banjo|clap|pond|look_left|maple_syrup|garbage|opera|cave|song|window|yellow|lion|potatoes|sad|attn_check|dance
2349e22acb0b,2026-04-20 14:55:12,2026-04-20 15:04:32,IP Address,100,559,True,2026-04-20 15:04:32,R_7ro13np2Xo4iBhd,anonymous,EN,I consent,"Yes, I will",bird,cow|dog|pig|bird|horse,100,60,100,10,100,75,51,35,5,61,100,83,27,77,100,20,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,Some college,NA,I am not sure,baseline,NA,FL_24,NA,NA,banjo|yellow|maple_syrup|sad|cats|lion|opera|cave|pond|clap|song|garbage|dance|potatoes|look_left|attn_check|window
191a6769bfcf,2026-04-20 14:58:35,2026-04-20 15:04:41,IP Address,100,365,True,2026-04-20 15:04:41,R_7F8qTf63TNpPhv7,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|cow|dog|bird,63,5,43,46,30,31,50,25,4,76,50,93,25,46,10,24,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,Black or African American,NA,Some college,NA,it was ok,specific,NA,FL_14,eat_flowers|hop_puddles|sleep_trees|chase_shadows|can_flip_air|bounce_ball_head|draw_stars_knees|climb_fences|stripes_hair|freckles_feet|babies_blankets|like_sing|flap_arms_happy|scared_ladybugs|dont_like_icecream|dont_like_mud,NA,maple_syrup|sad|dance|window|banjo|cave|clap|potatoes|garbage|pond|yellow|lion|cats|opera|look_left|attn_check|song
77f0514993f0,2026-04-20 14:58:03,2026-04-20 15:04:48,IP Address,100,404,True,2026-04-20 15:04:48,R_1OxKwl7xXUvJFfx,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|dog|bird,14,5,50,10,58,10,2,3,30,72,23,76,25,4,39,9,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Male,NA,Hispanic or Latino/a,NA,"Bachelor's (B.A., B.S.)",None,Opinions of fictional people,generic,NA,FL_15,NA,hop_puddles|sleep_trees|eat_flowers|chase_shadows|draw_stars_knees|freckles_feet|like_sing|dont_like_icecream|can_flip_air|climb_fences|flap_arms_happy|dont_like_mud|bounce_ball_head|babies_blankets|stripes_hair|scared_ladybugs,opera|dance|attn_check|yellow|window|pond|clap|song|potatoes|lion|garbage|cats|banjo|maple_syrup|cave|sad|look_left
5e3462529e52,2026-04-20 15:00:25,2026-04-20 15:04:49,IP Address,100,263,True,2026-04-20 15:04:49,R_5f1yuoxAE5tCsxA,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|dog|horse,66,31,36,27,72,35,53,70,37,68,75,55,61,31,46,39,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,na,zarpies,baseline,NA,FL_24,NA,NA,song|yellow|lion|sad|cats|clap|opera|maple_syrup|attn_check|potatoes|cave|look_left|window|garbage|banjo|dance|pond
a66d1d2046d9,2026-04-20 14:57:16,2026-04-20 15:04:49,IP Address,100,452,True,2026-04-20 15:04:49,R_61H5q63wjXmUpSz,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|pig|bird,25,20,40,62,50,50,25,25,1,25,50,75,50,20,10,75,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,Determining characteristics of a fictional group of people.,generic,NA,FL_15,NA,scared_ladybugs|draw_stars_knees|freckles_feet|chase_shadows|can_flip_air|climb_fences|dont_like_icecream|sleep_trees|like_sing|hop_puddles|babies_blankets|eat_flowers|dont_like_mud|stripes_hair|flap_arms_happy|bounce_ball_head,maple_syrup|opera|banjo|lion|window|cats|attn_check|song|cave|potatoes|garbage|sad|yellow|clap|pond|dance|look_left
387a10f40776,2026-04-20 15:01:05,2026-04-20 15:04:55,IP Address,100,229,True,2026-04-20 15:04:55,R_6HtaWK9VPEMdhKp,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|dog|pig|cow,70,30,20,15,5,50,8,10,5,10,50,80,1,15,90,5,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,Middle Eastern or North African,NA,"Bachelor's (B.A., B.S.)",n/a,How we perceive behaviors and if they seem common for an unknown group,baseline,NA,FL_24,NA,NA,yellow|opera|dance|window|lion|potatoes|banjo|attn_check|pond|maple_syrup|look_left|song|clap|cats|sad|cave|garbage
db5918d885d3,2026-04-20 14:57:22,2026-04-20 15:04:56,IP Address,100,454,True,2026-04-20 15:04:56,R_5aKy0i6qqv37Zim,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|dog|bird,89,90,38,19,50,91,93,78,67,37,90,61,17,91,86,33,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",All good.,If we think Zarpie group has there own customes and behaviors that are normal?,baseline,NA,FL_24,NA,NA,garbage|opera|attn_check|maple_syrup|look_left|cats|song|clap|banjo|yellow|dance|pond|lion|potatoes|cave|window|sad
eb7d14c78216,2026-04-20 14:56:55,2026-04-20 15:04:57,IP Address,100,482,True,2026-04-20 15:04:58,R_513m7myGfSggakh,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|horse|dog|cow,75,25,50,25,75,50,50,50,10,25,75,50,25,10,75,50,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,no issues,not really sure,baseline,NA,FL_24,NA,NA,banjo|garbage|potatoes|clap|dance|cats|pond|maple_syrup|yellow|song|sad|look_left|cave|window|attn_check|opera|lion
8318e294a44e,2026-04-20 14:56:38,2026-04-20 15:05:13,IP Address,100,514,True,2026-04-20 15:05:13,R_5uXifYoRrVCR6Yp,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|horse|dog,10,10,2,10,10,1,10,1,10,9,1,1,10,2,1,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",Only issue was that when some of the photographs of the Zarpies were displayed I would hear two voices speaking at the same time describing different pictures. This happened a few times about halfway through the images.,Assessing perception of activity frequency based on images.,specific,NA,FL_14,can_flip_air|scared_ladybugs|sleep_trees|dont_like_icecream|flap_arms_happy|freckles_feet|climb_fences|hop_puddles|babies_blankets|eat_flowers|dont_like_mud|stripes_hair|like_sing|bounce_ball_head|chase_shadows|draw_stars_knees,NA,opera|banjo|look_left|cats|clap|pond|dance|song|yellow|cave|garbage|window|sad|maple_syrup|attn_check|potatoes|lion
b352bd563a50,2026-04-20 14:58:50,2026-04-20 15:05:22,IP Address,100,391,True,2026-04-20 15:05:22,R_3vp3mH6Xn6LOi1H,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|pig|cow|horse,12,2,19,17,17,9,28,3,12,6,81,77,21,3,65,5,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,unknown,generic,NA,FL_15,NA,dont_like_icecream|like_sing|draw_stars_knees|eat_flowers|dont_like_mud|chase_shadows|flap_arms_happy|can_flip_air|freckles_feet|babies_blankets|scared_ladybugs|bounce_ball_head|climb_fences|hop_puddles|sleep_trees|stripes_hair,song|dance|pond|cave|opera|clap|yellow|potatoes|sad|window|garbage|lion|attn_check|banjo|cats|maple_syrup|look_left
10f3ad9c5928,2026-04-20 15:00:18,2026-04-20 15:05:27,IP Address,100,309,True,2026-04-20 15:05:28,R_5dJzhEFpGD7dmFz,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|horse|dog,31,16,15,70,68,34,3,57,74,10,77,90,80,30,42,65,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,Some college,no,perciving groups of people based off images,specific,NA,FL_14,babies_blankets|freckles_feet|sleep_trees|climb_fences|scared_ladybugs|dont_like_icecream|draw_stars_knees|stripes_hair|can_flip_air|flap_arms_happy|hop_puddles|dont_like_mud|chase_shadows|eat_flowers|bounce_ball_head|like_sing,NA,maple_syrup|dance|banjo|clap|look_left|cave|cats|attn_check|lion|song|window|potatoes|pond|sad|yellow|garbage|opera
57c1b484d083,2026-04-20 14:59:11,2026-04-20 15:05:50,IP Address,100,399,True,2026-04-20 15:05:51,R_6Nq6jUvoT1P9teN,anonymous,EN,I consent,"Yes, I will",bird,horse|dog|bird|cow|pig,10,6,5,25,7,23,2,3,7,24,21,3,5,3,16,4,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"Some other racial/ethnic identity, please specify:",Mixed,Some college,NA,Bias,specific,NA,FL_14,chase_shadows|hop_puddles|can_flip_air|eat_flowers|flap_arms_happy|dont_like_mud|dont_like_icecream|babies_blankets|stripes_hair|sleep_trees|bounce_ball_head|freckles_feet|draw_stars_knees|scared_ladybugs|climb_fences|like_sing,NA,cave|song|attn_check|opera|clap|dance|pond|banjo|cats|lion|look_left|window|yellow|maple_syrup|potatoes|sad|garbage
1adc84fcfcbf,2026-04-20 14:58:40,2026-04-20 15:06:00,IP Address,100,440,True,2026-04-20 15:06:01,R_1zovFDuiaSuS0nF,anonymous,EN,I consent,"Yes, I will",bird,dog|pig|horse|bird|cow,2,1,2,3,1,1,1,1,1,2,5,2,1,1,2,1,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,No guess,specific,NA,FL_14,dont_like_icecream|freckles_feet|eat_flowers|stripes_hair|hop_puddles|babies_blankets|flap_arms_happy|like_sing|dont_like_mud|scared_ladybugs|sleep_trees|can_flip_air|bounce_ball_head|chase_shadows|climb_fences|draw_stars_knees,NA,garbage|maple_syrup|attn_check|window|song|lion|potatoes|opera|cave|dance|look_left|pond|banjo|clap|sad|yellow|cats
c8a70c7e1650,2026-04-20 14:59:15,2026-04-20 15:06:00,IP Address,100,405,True,2026-04-20 15:06:01,R_6F31kxkcJmWxCLC,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|pig|dog|bird,3,1,2,4,17,1,1,1,1,11,50,18,3,1,18,2,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Non-binary,NA,Hispanic or Latino/a,NA,"Master's (M.A., M.S.)",None,I have no idea,generic,NA,FL_15,NA,bounce_ball_head|dont_like_icecream|scared_ladybugs|hop_puddles|dont_like_mud|freckles_feet|eat_flowers|flap_arms_happy|chase_shadows|babies_blankets|can_flip_air|stripes_hair|like_sing|draw_stars_knees|sleep_trees|climb_fences,dance|garbage|look_left|clap|cats|window|potatoes|opera|yellow|pond|attn_check|banjo|song|lion|cave|maple_syrup|sad
b94e8dcb69ab,2026-04-20 14:57:19,2026-04-20 15:06:06,IP Address,100,526,True,2026-04-20 15:06:06,R_5PHvSrkhKfXywiw,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|horse|cow|dog,25,3,25,13,75,75,40,5,20,20,80,40,10,5,60,50,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Male,NA,Native Hawaiian or other Pacific Islander,NA,Some college,None at all.,Rating different things a civilization may do.,baseline,NA,FL_24,NA,NA,cats|sad|opera|potatoes|dance|pond|yellow|look_left|maple_syrup|song|cave|lion|window|garbage|clap|banjo|attn_check
ebb3bff258af,2026-04-20 14:58:35,2026-04-20 15:06:07,IP Address,100,452,True,2026-04-20 15:06:07,R_3NyQp0MCjoQ1mIL,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|cow|horse|dog,30,9,17,7,90,39,52,4,42,65,84,100,52,15,11,3,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",none,assumptions people make about people from different cultures,generic,NA,FL_15,NA,like_sing|dont_like_mud|stripes_hair|climb_fences|scared_ladybugs|chase_shadows|babies_blankets|dont_like_icecream|sleep_trees|freckles_feet|draw_stars_knees|bounce_ball_head|hop_puddles|can_flip_air|eat_flowers|flap_arms_happy,window|pond|cave|maple_syrup|lion|clap|opera|garbage|look_left|song|attn_check|sad|yellow|banjo|cats|potatoes|dance
4bd43c830bd2,2026-04-20 15:00:58,2026-04-20 15:06:19,IP Address,100,320,True,2026-04-20 15:06:19,R_6XB269viLwz3yxP,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|cow|pig|dog,80,12,20,33,15,66,50,95,75,5,90,35,10,30,5,10,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,imagination,baseline,NA,FL_24,NA,NA,sad|attn_check|potatoes|garbage|window|clap|maple_syrup|lion|opera|pond|song|cave|banjo|dance|cats|look_left|yellow
4c51da498e1b,2026-04-20 14:59:28,2026-04-20 15:06:32,IP Address,100,424,True,2026-04-20 15:06:33,R_5qU2KJPLMYaqM8H,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|bird|pig,50,40,80,25,65,65,85,60,25,50,75,50,75,55,75,55,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,South or Southeast Asian,NA,Some college,NA,Seeing the stereotypes we believe in people based on observations we notice from a certain group,baseline,NA,FL_24,NA,NA,dance|maple_syrup|potatoes|yellow|window|opera|sad|pond|song|cats|lion|banjo|garbage|attn_check|clap|cave|look_left
bc7a3d2fc61e,2026-04-20 14:56:55,2026-04-20 15:06:58,IP Address,100,603,True,2026-04-20 15:06:59,R_5BqZRKOHM4rMYHF,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|pig|dog|bird,20,50,75,65,60,50,50,60,64,55,70,65,51,25,70,75,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,Perception of a group of people,generic,NA,FL_15,NA,dont_like_mud|babies_blankets|freckles_feet|bounce_ball_head|eat_flowers|scared_ladybugs|hop_puddles|can_flip_air|like_sing|stripes_hair|flap_arms_happy|draw_stars_knees|dont_like_icecream|chase_shadows|climb_fences|sleep_trees,cave|banjo|sad|maple_syrup|potatoes|yellow|opera|pond|song|clap|look_left|lion|cats|window|attn_check|garbage|dance
61f4a5e37c24,2026-04-20 14:59:16,2026-04-20 15:07:03,IP Address,100,467,True,2026-04-20 15:07:04,R_6Miobb2cF4QivCf,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|dog|cow|horse,64,17,37,75,29,64,37,86,7,49,62,100,38,58,51,88,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,How we as humans percieve others who are not part of our culture/race.,generic,NA,FL_15,NA,freckles_feet|flap_arms_happy|sleep_trees|climb_fences|chase_shadows|scared_ladybugs|dont_like_mud|bounce_ball_head|babies_blankets|can_flip_air|stripes_hair|like_sing|draw_stars_knees|eat_flowers|hop_puddles|dont_like_icecream,banjo|yellow|lion|opera|window|garbage|cats|song|clap|dance|maple_syrup|attn_check|potatoes|pond|sad|cave|look_left
b7c2c2f31e9f,2026-04-20 15:01:20,2026-04-20 15:07:08,IP Address,100,348,True,2026-04-20 15:07:08,R_55zNBslKtSv1xKU,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|bird|dog|cow,75,5,25,15,25,5,33,10,10,10,35,35,10,15,60,10,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Seeing how pictures and descriptions cause people to infer things about the whole group,specific,NA,FL_14,bounce_ball_head|like_sing|freckles_feet|eat_flowers|flap_arms_happy|sleep_trees|chase_shadows|draw_stars_knees|climb_fences|hop_puddles|stripes_hair|babies_blankets|can_flip_air|dont_like_mud|scared_ladybugs|dont_like_icecream,NA,cave|cats|look_left|attn_check|dance|garbage|banjo|pond|potatoes|sad|clap|maple_syrup|lion|window|opera|song|yellow
06fd13b933e5,2026-04-20 15:01:06,2026-04-20 15:07:12,IP Address,100,366,True,2026-04-20 15:07:13,R_5ihB0IwIKGOizzn,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|horse|pig|dog,1,1,1,1,50,1,1,1,1,12,1,41,1,1,1,1,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,n/a,I'm not sure. Maybe just measuring how people make assumptions from limited data,specific,NA,FL_14,flap_arms_happy|dont_like_icecream|eat_flowers|sleep_trees|stripes_hair|hop_puddles|like_sing|draw_stars_knees|freckles_feet|can_flip_air|scared_ladybugs|bounce_ball_head|dont_like_mud|climb_fences|babies_blankets|chase_shadows,NA,maple_syrup|clap|potatoes|lion|banjo|look_left|cave|song|garbage|opera|sad|attn_check|yellow|dance|cats|window|pond
88251ab39daa,2026-04-20 14:58:41,2026-04-20 15:07:12,IP Address,100,511,True,2026-04-20 15:07:13,R_5dylzBEk2fDOYnk,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|pig|bird,100,100,100,100,100,100,100,100,100,100,100,100,100,75,25,100,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American,Native American, American Indian, or Alaska Native",NA,Some college,NA,Paying attention to the chareristics of the zarpies and answering questions,generic,NA,FL_15,NA,can_flip_air|like_sing|hop_puddles|flap_arms_happy|scared_ladybugs|draw_stars_knees|dont_like_icecream|dont_like_mud|babies_blankets|freckles_feet|stripes_hair|chase_shadows|bounce_ball_head|eat_flowers|sleep_trees|climb_fences,clap|pond|garbage|maple_syrup|banjo|look_left|cats|yellow|opera|song|window|lion|potatoes|cave|attn_check|sad|dance
ae0a5f2b9b10,2026-04-20 14:56:33,2026-04-20 15:07:24,IP Address,100,650,True,2026-04-20 15:07:24,R_5F9Dlp7g7ipJUtB,anonymous,EN,I consent,"Yes, I will",bird,bird|pig|horse|cow|dog,20,40,31,33,15,27,10,31,24,39,25,50,22,15,15,28,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Judging people,specific,NA,FL_14,bounce_ball_head|chase_shadows|scared_ladybugs|dont_like_mud|stripes_hair|flap_arms_happy|babies_blankets|sleep_trees|dont_like_icecream|eat_flowers|can_flip_air|draw_stars_knees|like_sing|hop_puddles|freckles_feet|climb_fences,NA,yellow|sad|attn_check|song|cats|banjo|lion|dance|garbage|potatoes|cave|opera|window|clap|maple_syrup|look_left|pond
3d538bc97b8c,2026-04-20 15:00:53,2026-04-20 15:07:27,IP Address,100,394,True,2026-04-20 15:07:27,R_5jOqxZkV1aAM1Yx,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|pig|cow|dog,30,24,26,75,63,66,68,86,15,20,85,55,28,98,75,79,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",none,stereotypes,generic,NA,FL_15,NA,can_flip_air|dont_like_icecream|scared_ladybugs|eat_flowers|hop_puddles|dont_like_mud|babies_blankets|chase_shadows|draw_stars_knees|like_sing|flap_arms_happy|sleep_trees|freckles_feet|bounce_ball_head|climb_fences|stripes_hair,banjo|clap|opera|yellow|maple_syrup|attn_check|song|pond|window|garbage|dance|cave|look_left|lion|cats|sad|potatoes
