hashed_id,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,pledge,sound_check,sound_check_DO,cave_1,lion_1,potatoes_1,banjo_1,look_left_1,clap_1,sad_1,maple_syrup_1,cats_1,opera_1,dance_1,song_1,window_1,garbage_1,pond_1,yellow_1,attn_check_1,check_task,check_task_DO,AI,gender,gender_4_TEXT,race,race_15_TEXT,education,issues,about,condition,num_generics,total_utt,training_structure,training_features_order,FL_12_DO,InductionTask_DO
1fdd7dce84ff,2025-03-10 08:45:49,2025-03-10 08:52:35,IP Address,100,406,True,2025-03-10 08:52:36,R_7TmV5AFRiDc17P2,anonymous,EN,I consent,"Yes, I will",bird,dog|bird|cow|pig|horse,9,5,12,20,5,5,5,3,4,23,8,24,10,5,30,25,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Zarpies,0/16,0,16,SSSSSSSSSSSSSSSS,dont_like_icecream|babies_blankets|freckles_feet|scared_ladybugs|dont_like_mud|climb_fences|chase_shadows|like_sing|eat_flowers|bounce_ball_head|draw_stars_knees|sleep_trees|stripes_hair|can_flip_air|hop_puddles|flap_arms_happy,FL_35,opera|pond|lion|attn_check|window|banjo|yellow|maple_syrup|cave|song|cats|potatoes|sad|garbage|dance|look_left|clap
8df5439a04e0,2025-03-10 08:46:07,2025-03-10 08:52:36,IP Address,100,388,True,2025-03-10 08:52:36,R_1CUA2Xkm1SHjKa0,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|horse|bird|dog,10,5,40,15,25,0,35,0,0,5,0,50,0,20,0,0,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Male,NA,"White, Caucasian, or European American",NA,"Doctoral (Ph.D., J.D., M.D.)",NA,Judgement,8/12,8,12,GGGSSGGGGSSG,dont_like_mud|can_flip_air|like_sing|freckles_feet|eat_flowers|dont_like_icecream|climb_fences|stripes_hair|sleep_trees|scared_ladybugs|draw_stars_knees|hop_puddles,FL_41,song|garbage|pond|yellow|cave|sad|maple_syrup|clap|potatoes|cats|banjo|window|dance|opera|look_left|lion|attn_check
a75cf6349cea,2025-03-10 08:45:37,2025-03-10 08:52:38,IP Address,100,420,True,2025-03-10 08:52:39,R_5vJ9ucy2ICJsi8F,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|dog|horse,1,1,11,9,56,1,3,16,1,23,13,42,5,1,34,1,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,How people perceive groups,0/8,0,8,SSSSSSSS,climb_fences|dont_like_mud|flap_arms_happy|freckles_feet|sleep_trees|bounce_ball_head|chase_shadows|scared_ladybugs,FL_24,potatoes|maple_syrup|lion|opera|garbage|attn_check|song|dance|clap|look_left|yellow|banjo|cave|pond|cats|sad|window
4c39808eff8c,2025-03-10 08:45:41,2025-03-10 08:52:47,IP Address,100,426,True,2025-03-10 08:52:47,R_76SveB13S4hIb97,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|horse|pig|bird,10,3,10,34,50,25,75,8,2,60,90,100,5,6,5,9,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",Everything was great.,"After viewing many different examples of Zarpies, would it influence the percentages of the choices that followed.",4/12,4,12,SSSSSSGGSSGG,stripes_hair|scared_ladybugs|hop_puddles|chase_shadows|bounce_ball_head|flap_arms_happy|eat_flowers|dont_like_icecream|can_flip_air|freckles_feet|like_sing|draw_stars_knees,FL_38,sad|dance|song|banjo|lion|attn_check|look_left|garbage|clap|potatoes|window|pond|yellow|maple_syrup|cave|opera|cats
db9813a04212,2025-03-10 08:45:07,2025-03-10 08:52:50,IP Address,100,462,True,2025-03-10 08:52:51,R_1MzLJSGOLn7Mz2l,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|dog|horse,1,1,5,5,3,1,5,1,40,12,85,16,5,1,5,35,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,Guessing behavior in a group of people,8/8,8,8,GGGGGGGG,bounce_ball_head|draw_stars_knees|babies_blankets|stripes_hair|scared_ladybugs|chase_shadows|freckles_feet|dont_like_icecream,FL_40,cats|yellow|dance|window|cave|song|lion|clap|maple_syrup|opera|potatoes|sad|attn_check|pond|garbage|banjo|look_left
7da40dcefa8e,2025-03-10 08:45:30,2025-03-10 08:52:57,IP Address,100,446,True,2025-03-10 08:52:58,R_6goqFAT0EBscFEr,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|bird|pig,11,2,17,10,16,6,4,23,2,24,24,25,4,1,3,1,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,To learn if unconventionbal behaviour seems normal if it is associated with a particular group of people doing it.,4/8,4,8,GGSSGSGS,stripes_hair|like_sing|sleep_trees|dont_like_mud|freckles_feet|hop_puddles|draw_stars_knees|eat_flowers,FL_37,dance|clap|yellow|potatoes|opera|attn_check|pond|garbage|sad|window|cave|banjo|look_left|song|cats|maple_syrup|lion
aaf0d319a2d4,2025-03-10 08:42:39,2025-03-10 08:53:06,IP Address,100,626,True,2025-03-10 08:53:06,R_3QHaaDg2PKYuDtv,anonymous,EN,I consent,"Yes, I will",bird,pig|cow|dog|bird|horse,25,17,25,57,100,15,34,18,10,50,71,94,12,30,65,50,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American,Hispanic or Latino/a",NA,High school/GED,None,Unsure,8/12,8,12,GGSGGSGSGGGS,dont_like_icecream|freckles_feet|can_flip_air|bounce_ball_head|stripes_hair|hop_puddles|dont_like_mud|climb_fences|sleep_trees|like_sing|scared_ladybugs|babies_blankets,FL_41,look_left|yellow|potatoes|song|clap|pond|dance|window|cats|cave|sad|banjo|opera|attn_check|lion|garbage|maple_syrup
457e12f1dba1,2025-03-10 08:47:10,2025-03-10 08:53:21,IP Address,100,371,True,2025-03-10 08:53:21,R_1LpYwh973g8kVYM,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|bird|horse,24,1,33,15,30,66,100,75,0,8,76,76,0,38,100,100,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,how we form opinions based on limited perception of data,0/4,0,4,SSSS,freckles_feet|dont_like_icecream|flap_arms_happy|draw_stars_knees,FL_15,lion|maple_syrup|garbage|cats|pond|clap|sad|look_left|yellow|cave|window|song|attn_check|dance|potatoes|opera|banjo
dac68e8d3791,2025-03-10 08:46:59,2025-03-10 08:53:21,IP Address,100,382,True,2025-03-10 08:53:22,R_737h0Fcdl5glP3F,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|bird|cow|dog,28,10,26,16,3,3,15,9,6,22,50,6,4,2,23,6,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,Black or African American,NA,Less than high school,n/a,It was interesting,baseline,NA,NA,NA,NA,FL_14,cats|sad|yellow|lion|garbage|window|song|maple_syrup|banjo|look_left|pond|potatoes|clap|opera|attn_check|dance|cave
c859c7502786,2025-03-10 08:45:45,2025-03-10 08:53:21,IP Address,100,456,True,2025-03-10 08:53:22,R_1Qol9a3MfcCeoUM,anonymous,EN,I consent,"Yes, I will",bird,cow|pig|bird|horse|dog,31,23,89,50,10,53,89,4,6,61,100,95,23,4,75,77,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,it was different,4/4,4,4,GGGG,dont_like_icecream|like_sing|sleep_trees|eat_flowers,FL_36,yellow|cats|song|garbage|dance|pond|sad|attn_check|opera|clap|lion|look_left|maple_syrup|banjo|window|cave|potatoes
286f1f1050a9,2025-03-10 08:44:31,2025-03-10 08:53:23,IP Address,100,531,True,2025-03-10 08:53:23,R_7eEo7q4dSLyVkgk,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|pig|dog|horse,62,14,62,52,13,50,0,24,0,9,41,83,3,0,71,14,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,No problems or confusion,Not sure,4/4,4,4,GGGG,hop_puddles|eat_flowers|can_flip_air|dont_like_mud,FL_36,maple_syrup|attn_check|garbage|cave|opera|clap|cats|sad|yellow|potatoes|look_left|banjo|pond|dance|lion|song|window
cc400c9bad9a,2025-03-10 08:46:49,2025-03-10 08:53:28,IP Address,100,399,True,2025-03-10 08:53:29,R_5usMvum0LQ5Esxe,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|pig|horse|bird,1,100,24,1,100,1,1,76,1,100,100,100,100,1,100,100,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,zarpies,12/16,12,16,GSSGGSGGGGGGGGGS,hop_puddles|stripes_hair|dont_like_mud|dont_like_icecream|bounce_ball_head|eat_flowers|sleep_trees|babies_blankets|scared_ladybugs|can_flip_air|freckles_feet|chase_shadows|draw_stars_knees|climb_fences|flap_arms_happy|like_sing,FL_44,potatoes|maple_syrup|song|lion|banjo|sad|opera|attn_check|garbage|dance|cave|pond|cats|look_left|clap|yellow|window
4ec608f21aa6,2025-03-10 08:46:42,2025-03-10 08:53:33,IP Address,100,410,True,2025-03-10 08:53:33,R_7LkdkBnOxiFlwv3,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|cow|bird,95,50,76,72,100,100,96,100,50,90,95,97,76,94,100,90,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",no,conformity,16/16,16,16,GGGGGGGGGGGGGGGG,draw_stars_knees|flap_arms_happy|babies_blankets|dont_like_icecream|stripes_hair|like_sing|can_flip_air|chase_shadows|scared_ladybugs|eat_flowers|dont_like_mud|hop_puddles|climb_fences|bounce_ball_head|freckles_feet|sleep_trees,FL_45,cats|opera|yellow|potatoes|attn_check|pond|song|lion|dance|cave|banjo|garbage|sad|maple_syrup|clap|look_left|window
f50934abd331,2025-03-10 08:45:46,2025-03-10 08:53:34,IP Address,100,467,True,2025-03-10 08:53:34,R_5q07EAeq0fBBbS9,anonymous,EN,I consent,"Yes, I will",bird,bird|dog|horse|pig|cow,96,14,99,76,50,85,76,63,12,50,100,100,92,96,100,98,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,none,a fictional group of people,12/16,12,16,SSGGSGGGGGGGGGGS,climb_fences|sleep_trees|babies_blankets|flap_arms_happy|can_flip_air|dont_like_icecream|hop_puddles|stripes_hair|dont_like_mud|draw_stars_knees|like_sing|bounce_ball_head|freckles_feet|chase_shadows|eat_flowers|scared_ladybugs,FL_44,look_left|cave|clap|attn_check|cats|opera|potatoes|song|lion|dance|garbage|banjo|pond|maple_syrup|sad|window|yellow
4a05f604afc4,2025-03-10 08:47:16,2025-03-10 08:53:40,IP Address,100,383,True,2025-03-10 08:53:41,R_7VK1aBzN0WVkjg5,anonymous,EN,I consent,"Yes, I will",bird,pig|horse|dog|bird|cow,10,3,35,16,75,65,50,21,75,100,64,100,25,8,40,10,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,How people may percieve a group of people based on a few facts about them,12/12,12,12,GGGGGGGGGGGG,draw_stars_knees|stripes_hair|like_sing|can_flip_air|bounce_ball_head|hop_puddles|chase_shadows|eat_flowers|dont_like_icecream|babies_blankets|scared_ladybugs|flap_arms_happy,FL_43,cats|sad|look_left|cave|potatoes|yellow|attn_check|opera|song|clap|banjo|dance|pond|lion|maple_syrup|garbage|window
43c4d752cdda,2025-03-10 08:47:23,2025-03-10 08:53:41,IP Address,100,377,True,2025-03-10 08:53:41,R_1YEXl7Z0JhpmylK,anonymous,EN,I consent,"Yes, I will",bird,cow|bird|pig|horse|dog,35,25,76,50,20,35,25,25,1,30,15,75,5,2,75,30,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,Some college,n/a,people impressions,8/16,8,16,GSSGSGSGSSGSSGGG,sleep_trees|freckles_feet|babies_blankets|hop_puddles|bounce_ball_head|eat_flowers|chase_shadows|flap_arms_happy|climb_fences|can_flip_air|like_sing|dont_like_mud|stripes_hair|scared_ladybugs|draw_stars_knees|dont_like_icecream,FL_42,maple_syrup|banjo|potatoes|cave|dance|sad|window|clap|cats|yellow|look_left|opera|pond|garbage|song|attn_check|lion
af448f278ad0,2025-03-10 08:43:11,2025-03-10 08:53:46,IP Address,100,634,True,2025-03-10 08:53:46,R_7Y3z5lAsMwHPNmw,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|dog|bird|cow,11,0,69,92,30,58,0,36,2,43,4,96,19,5,34,3,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,Black or African American,NA,Some college,NA,easy and simple,4/8,4,8,GGSSSGSG,freckles_feet|hop_puddles|eat_flowers|babies_blankets|dont_like_icecream|draw_stars_knees|like_sing|flap_arms_happy,FL_37,pond|banjo|sad|maple_syrup|yellow|lion|dance|opera|cave|cats|clap|potatoes|attn_check|song|look_left|garbage|window
f194d201709f,2025-03-10 08:49:12,2025-03-10 08:53:48,IP Address,100,275,True,2025-03-10 08:53:48,R_7JEgwnTZsV3ZmWI,anonymous,EN,I consent,"Yes, I will",bird,horse|bird|dog|pig|cow,75,1,25,51,5,1,61,35,10,10,35,75,5,1,100,4,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,group of people,0/4,0,4,SSSS,scared_ladybugs|chase_shadows|dont_like_icecream|babies_blankets,FL_15,cats|potatoes|opera|dance|lion|banjo|window|song|garbage|clap|attn_check|maple_syrup|pond|sad|cave|look_left|yellow
d5ce0cda9c1b,2025-03-10 08:47:44,2025-03-10 08:53:48,IP Address,100,363,True,2025-03-10 08:53:48,R_3fZQtudjrTg89aR,anonymous,EN,I consent,"Yes, I will",bird,cow|horse|bird|dog|pig,20,5,50,20,17,10,25,30,10,25,40,90,10,80,15,10,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,no,profiling people,0/8,0,8,SSSSSSSS,scared_ladybugs|eat_flowers|hop_puddles|sleep_trees|stripes_hair|chase_shadows|dont_like_icecream|freckles_feet,FL_24,clap|window|attn_check|cats|pond|lion|look_left|potatoes|yellow|cave|sad|opera|maple_syrup|banjo|dance|song|garbage
06dd245bc2b0,2025-03-10 08:39:57,2025-03-10 08:53:49,IP Address,100,831,True,2025-03-10 08:53:49,R_6ux1xnXBrwLVwLn,anonymous,EN,I consent,"Yes, I will",bird,bird|horse|cow|pig|dog,5,43,76,66,40,40,5,13,5,10,94,89,50,9,79,64,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",n/a,I have no idea,8/12,8,12,SGGGGSGGSGSG,freckles_feet|babies_blankets|chase_shadows|flap_arms_happy|hop_puddles|eat_flowers|draw_stars_knees|climb_fences|like_sing|bounce_ball_head|stripes_hair|can_flip_air,FL_41,attn_check|window|banjo|garbage|cave|cats|clap|yellow|lion|pond|opera|sad|song|dance|maple_syrup|look_left|potatoes
47501c7da8d0,2025-03-10 08:48:55,2025-03-10 08:53:59,IP Address,100,304,True,2025-03-10 08:54:00,R_5DDAXdicxpnTrON,anonymous,EN,I consent,"Yes, I will",bird,pig|bird|dog|cow|horse,75,1,5,5,50,1,10,1,10,20,50,75,5,1,5,1,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,n/a,"I guess just... how people make judgements about others? The questions were pretty unrelated to everything I learned in the first place, so I guess some people make connections based on that info anyway? I dunno.",8/8,8,8,GGGGGGGG,draw_stars_knees|like_sing|chase_shadows|sleep_trees|babies_blankets|dont_like_icecream|scared_ladybugs|stripes_hair,FL_40,window|song|dance|pond|potatoes|yellow|cave|banjo|maple_syrup|look_left|sad|attn_check|garbage|clap|cats|lion|opera
0157d0d908d9,2025-03-10 08:47:10,2025-03-10 08:54:04,IP Address,100,413,True,2025-03-10 08:54:04,R_1nMsnlyYEOTLoit,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|bird|cow|dog,9,17,64,79,50,61,57,8,2,86,73,89,3,0,61,75,50,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)","I couldn't see where to move the slider for the attention check, so I just chose 50%",biases?,12/16,12,16,GGGSSGGGGSGSGGGG,flap_arms_happy|climb_fences|freckles_feet|bounce_ball_head|can_flip_air|sleep_trees|eat_flowers|like_sing|draw_stars_knees|scared_ladybugs|dont_like_icecream|hop_puddles|dont_like_mud|chase_shadows|stripes_hair|babies_blankets,FL_44,opera|cats|window|lion|garbage|potatoes|song|yellow|look_left|banjo|attn_check|dance|cave|pond|clap|maple_syrup|sad
9fc25a91e358,2025-03-10 08:32:24,2025-03-10 08:54:08,IP Address,100,1304,True,2025-03-10 08:54:08,R_1UtrrZ6yAgIF8Jj,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|bird|cow,22,100,100,76,50,24,9,50,0,100,100,100,0,0,50,50,100,Answering questions about a fictional group of people,Drawing pictures of people|Listening to songs from a fictional group of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,"White, Caucasian, or European American",NA,Some college,n/a,I think this study is about whether or not I'll assign negative traits to a group of people just because I can? I'm not sure. Thank you! :),8/16,8,16,GSGGGGSGSSGGSSSS,eat_flowers|babies_blankets|dont_like_mud|hop_puddles|draw_stars_knees|stripes_hair|bounce_ball_head|scared_ladybugs|climb_fences|freckles_feet|flap_arms_happy|sleep_trees|dont_like_icecream|can_flip_air|like_sing|chase_shadows,FL_42,garbage|yellow|pond|dance|song|cave|banjo|opera|window|cats|attn_check|clap|maple_syrup|look_left|potatoes|sad|lion
3768f1b2fa2d,2025-03-10 08:47:12,2025-03-10 08:54:17,IP Address,100,425,True,2025-03-10 08:54:17,R_5elhWnKFzQAMRJ6,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|dog|bird|pig,7,5,15,3,16,7,16,12,8,2,23,31,13,1,4,8,100,Answering questions about a fictional group of people,Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people,No,Male,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",NA,To determine the percentage of people willing to complete a useless task for a mimimal amount of money,0/8,0,8,SSSSSSSS,climb_fences|can_flip_air|babies_blankets|draw_stars_knees|dont_like_mud|chase_shadows|like_sing|bounce_ball_head,FL_24,potatoes|lion|clap|maple_syrup|yellow|garbage|banjo|look_left|window|opera|cave|cats|sad|dance|pond|attn_check|song
2bbc23f5af44,2025-03-10 08:48:47,2025-03-10 08:54:22,IP Address,100,334,True,2025-03-10 08:54:22,R_6qa0zGxBN0xq9le,anonymous,EN,I consent,"Yes, I will",bird,dog|horse|pig|cow|bird,10,25,35,25,75,50,12,10,1,35,65,90,3,1,60,75,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,I had no problems.,I think that this study is about forming stereotypes.,4/8,4,8,SSGGGSGS,babies_blankets|can_flip_air|flap_arms_happy|stripes_hair|like_sing|hop_puddles|draw_stars_knees|climb_fences,FL_37,look_left|lion|song|yellow|dance|sad|attn_check|cave|window|potatoes|opera|pond|clap|maple_syrup|banjo|cats|garbage
9abb40299dd6,2025-03-10 08:46:48,2025-03-10 08:54:24,IP Address,100,456,True,2025-03-10 08:54:24,R_3z8BzzACuWczudb,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|horse|bird|cow,0,2,12,12,1,1,16,7,52,37,16,76,19,1,6,50,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people|Writing chapters for a fictional book,No,Female,NA,Black or African American,NA,"Bachelor's (B.A., B.S.)",NA,Social behavior norms,0/12,0,12,SSSSSSSSSSSS,can_flip_air|climb_fences|bounce_ball_head|dont_like_mud|babies_blankets|stripes_hair|draw_stars_knees|freckles_feet|sleep_trees|scared_ladybugs|dont_like_icecream|eat_flowers,FL_34,lion|yellow|banjo|opera|song|clap|sad|attn_check|maple_syrup|cave|window|look_left|pond|potatoes|garbage|dance|cats
e65589a5b083,2025-03-10 08:44:25,2025-03-10 08:54:29,IP Address,100,604,True,2025-03-10 08:54:30,R_5RwSPqMePz8Mg3T,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|horse|cow|bird,26,2,49,15,10,5,52,5,14,21,29,36,8,12,26,57,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Master's (M.A., M.S.)",no,not sure,4/8,4,8,SGGSSSGG,dont_like_icecream|climb_fences|like_sing|can_flip_air|draw_stars_knees|stripes_hair|scared_ladybugs|freckles_feet,FL_37,opera|clap|look_left|window|maple_syrup|song|dance|banjo|lion|yellow|pond|attn_check|sad|potatoes|garbage|cats|cave
690e780d29bb,2025-03-10 08:47:55,2025-03-10 08:54:37,IP Address,100,401,True,2025-03-10 08:54:37,R_6foC3nHz2q9CGdE,anonymous,EN,I consent,"Yes, I will",bird,horse|cow|bird|dog|pig,77,84,54,29,74,84,83,19,20,35,25,51,13,6,70,27,100,Answering questions about a fictional group of people,Listening to songs from a fictional group of people|Writing chapters for a fictional book|Answering questions about a fictional group of people|Drawing pictures of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",none,How we perceive different groups of people,4/16,4,16,GSSSGGSSSSSSSSSG,freckles_feet|sleep_trees|dont_like_icecream|chase_shadows|flap_arms_happy|can_flip_air|climb_fences|hop_puddles|bounce_ball_head|babies_blankets|like_sing|dont_like_mud|eat_flowers|draw_stars_knees|stripes_hair|scared_ladybugs,FL_39,dance|garbage|maple_syrup|pond|banjo|cave|opera|window|sad|cats|attn_check|potatoes|lion|song|yellow|clap|look_left
5328edf37d68,2025-03-10 08:45:05,2025-03-10 08:54:45,IP Address,100,579,True,2025-03-10 08:54:45,R_1MQV2x3Pe5omU9Y,anonymous,EN,I consent,"Yes, I will",bird,pig|dog|cow|horse|bird,50,25,80,25,50,5,35,75,10,50,85,75,5,15,90,5,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Listening to songs from a fictional group of people|Drawing pictures of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,High school/GED,NA,I am not really sure,4/12,4,12,SSSSSGSGSGGS,dont_like_icecream|bounce_ball_head|can_flip_air|sleep_trees|stripes_hair|eat_flowers|like_sing|flap_arms_happy|hop_puddles|chase_shadows|climb_fences|babies_blankets,FL_38,dance|lion|cave|cats|clap|potatoes|attn_check|pond|look_left|opera|song|banjo|window|maple_syrup|sad|yellow|garbage
f0f00f583ded,2025-03-10 08:49:24,2025-03-10 08:55:00,IP Address,100,336,True,2025-03-10 08:55:00,R_7U3I6eu5AJZNH7J,anonymous,EN,I consent,"Yes, I will",bird,horse|pig|cow|dog|bird,18,17,28,34,45,3,19,33,14,61,39,75,5,15,42,30,100,Answering questions about a fictional group of people,Drawing pictures of people|Writing chapters for a fictional book|Listening to songs from a fictional group of people|Answering questions about a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,Some college,NA,Whether we had a positive or negative impression of the zarpies based on their actions?,0/16,0,16,SSSSSSSSSSSSSSSS,babies_blankets|sleep_trees|bounce_ball_head|draw_stars_knees|like_sing|eat_flowers|freckles_feet|can_flip_air|dont_like_icecream|flap_arms_happy|dont_like_mud|hop_puddles|climb_fences|scared_ladybugs|stripes_hair|chase_shadows,FL_35,garbage|look_left|maple_syrup|dance|opera|cats|banjo|lion|yellow|attn_check|clap|window|cave|pond|song|sad|potatoes
33bf964a7681,2025-03-10 08:50:18,2025-03-10 08:55:09,IP Address,100,291,True,2025-03-10 08:55:10,R_1HBIYpOqTR3ru65,anonymous,EN,I consent,"Yes, I will",bird,bird|cow|dog|horse|pig,10,1,25,5,50,5,15,10,16,15,5,20,15,5,20,6,100,Answering questions about a fictional group of people,Answering questions about a fictional group of people|Listening to songs from a fictional group of people|Drawing pictures of people|Writing chapters for a fictional book,No,Male,NA,"White, Caucasian, or European American",NA,High school/GED,NA,How people generalize groups of things based on little information.,baseline,NA,NA,NA,NA,FL_14,cats|opera|yellow|maple_syrup|garbage|pond|dance|clap|attn_check|potatoes|sad|window|cave|banjo|lion|look_left|song
fd70ae5e8010,2025-03-10 08:48:38,2025-03-10 08:55:16,IP Address,100,398,True,2025-03-10 08:55:17,R_1ou0DPWh39Yqzmu,anonymous,EN,I consent,"Yes, I will",bird,dog|cow|horse|pig|bird,27,16,74,34,44,66,52,78,75,8,49,61,39,24,2,37,100,Answering questions about a fictional group of people,Writing chapters for a fictional book|Drawing pictures of people|Answering questions about a fictional group of people|Listening to songs from a fictional group of people,No,Female,NA,"White, Caucasian, or European American",NA,"Bachelor's (B.A., B.S.)",NA,Preconceived ideas,8/12,8,12,SSGGGGGGSGSG,dont_like_mud|draw_stars_knees|hop_puddles|scared_ladybugs|flap_arms_happy|eat_flowers|freckles_feet|stripes_hair|sleep_trees|babies_blankets|dont_like_icecream|chase_shadows,FL_41,clap|cats|pond|garbage|lion|banjo|maple_syrup|look_left|sad|cave|window|opera|potatoes|dance|attn_check|song|yellow
